1.000000000000000000e+00	6.802700000000000413e-01
2.000000000000000000e+00	1.382799999999999863e-01
3.000000000000000000e+00	4.841000000000000164e-02
4.000000000000000000e+00	2.264999999999999999e-02
5.000000000000000000e+00	1.233000000000000068e-02
6.000000000000000000e+00	8.640000000000000110e-03
7.000000000000000000e+00	5.980000000000000072e-03
8.000000000000000000e+00	4.640000000000000027e-03
9.000000000000000000e+00	5.700000000000000205e-03
1.000000000000000000e+01	7.349999999999999763e-03
1.100000000000000000e+01	8.880000000000000740e-03
1.200000000000000000e+01	8.070000000000000784e-03
1.300000000000000000e+01	6.830000000000000134e-03
1.400000000000000000e+01	5.919999999999999915e-03
1.500000000000000000e+01	4.919999999999999894e-03
1.600000000000000000e+01	4.300000000000000003e-03
1.700000000000000000e+01	3.200000000000000153e-03
1.800000000000000000e+01	2.550000000000000183e-03
1.900000000000000000e+01	2.220000000000000185e-03
2.000000000000000000e+01	1.610081209706485435e-03
2.100000000000000000e+01	1.453083731766398106e-03
2.200000000000000000e+01	1.317977830954490453e-03
2.300000000000000000e+01	1.200874862150245722e-03
2.400000000000000000e+01	1.098712778258533959e-03
2.500000000000000000e+01	1.009053907335657552e-03
2.600000000000000000e+01	9.299381797030757159e-04
2.700000000000000000e+01	8.597750854303124694e-04
2.800000000000000000e+01	7.972631075499643635e-04
2.900000000000000000e+01	7.413289263361750583e-04
3.000000000000000000e+01	6.910810380308315959e-04
3.100000000000000000e+01	6.457740104687039210e-04
3.200000000000000000e+01	6.047806763534176828e-04
3.300000000000000000e+01	5.675703117754820476e-04
3.400000000000000000e+01	5.336913716687366775e-04
3.500000000000000000e+01	5.027577262215493113e-04
3.600000000000000000e+01	4.744376097839295928e-04
3.700000000000000000e+01	4.484446880970334448e-04
3.800000000000000000e+01	4.245307921839867600e-04
3.900000000000000000e+01	4.024799727617992462e-04
4.000000000000000000e+01	3.821036078576153816e-04
4.100000000000000000e+01	3.632363556849922724e-04
4.200000000000000000e+01	3.457327899097620738e-04
4.300000000000000000e+01	3.294645889089378526e-04
4.400000000000000000e+01	3.143181771789997788e-04
4.500000000000000000e+01	3.001927376387010580e-04
4.600000000000000000e+01	2.869985296373982891e-04
4.700000000000000000e+01	2.746554600922523339e-04
4.800000000000000000e+01	2.630918651358650929e-04
4.900000000000000000e+01	2.522434675617055296e-04
5.000000000000000000e+01	2.420524816639468249e-04
5.100000000000000000e+01	2.324668421286934324e-04
5.200000000000000000e+01	2.234395377116856157e-04
5.300000000000000000e+01	2.149280337391488440e-04
5.400000000000000000e+01	2.068937701531168845e-04
5.500000000000000000e+01	1.993017240147705897e-04
5.600000000000000000e+01	1.921200271766693862e-04
5.700000000000000000e+01	1.853196313140652394e-04
5.800000000000000000e+01	1.788740137275996866e-04
5.900000000000000000e+01	1.727589183429420981e-04
6.000000000000000000e+01	1.669521271759315934e-04
6.100000000000000000e+01	1.614332582354848866e-04
6.200000000000000000e+01	1.561835864258344928e-04
6.300000000000000000e+01	1.511858845046978070e-04
