px,1,3,4,5,6,7,8,9,10,13,16,19
65,6.2110,6.8186,6.1561,6.6414,6.0717,6.2954,6.4895,6.3924,6.1055,6.1857,6.2025,6.1772
66,6.5316,7.3924,6.2532,6.1561,6.0549,6.4473,5.6414,6.0970,6.2911,5.7468,6.5316,6.8143
67,6.4346,7.3671,6.1730,6.2025,6.5359,6.3924,6.2954,6.2152,6.2616,5.7426,6.0802,6.2700
68,6.5232,7.4135,6.5907,6.4346,6.3882,6.6878,6.1097,6.2068,6.7089,6.4093,6.6878,6.8481
69,6.9578,7.4093,6.6329,6.7890,5.9873,6.8101,6.3544,6.7257,5.6709,6.4684,6.2616,6.4304
70,6.9241,7.6709,6.6667,6.2996,6.1983,6.4051,6.4515,6.2447,6.2194,5.9283,6.1013,6.5359
71,6.1350,8.0169,6.8650,5.9156,6.8017,6.5992,6.2954,6.3460,5.6582,5.8945,6.4768,6.1013
72,6.0886,7.4810,7.0886,6.2616,6.4219,6.3755,6.2068,6.4515,6.0591,6.4852,6.5654,6.6962
73,6.5443,7.5527,6.7764,6.1603,6.5612,6.4262,6.2616,6.5949,6.2574,6.0844,6.0295,6.2827
74,6.6709,7.4051,6.6371,6.1814,6.2700,6.7004,6.4768,6.2447,6.1772,6.3840,6.5401,6.7722
75,6.2278,7.4135,7.0000,6.1013,6.4304,6.6076,6.5148,6.6076,6.3544,6.3502,6.5190,6.1266
76,6.0675,7.9578,6.6034,6.3671,6.0000,6.5105,6.0338,6.4051,6.4515,6.7848,6.6709,6.3840
77,6.8312,7.8903,6.8354,6.7046,6.4304,6.3797,6.6076,6.5485,6.2405,6.0591,6.4641,6.8987
78,6.5401,8.0506,6.4304,6.4515,6.6245,6.5570,6.5823,6.3418,6.5781,5.6920,6.0591,6.2152
79,6.4641,7.6287,6.9578,6.7553,6.4008,6.4599,6.5105,6.5654,6.3122,6.5612,6.1730,6.0886
80,5.6540,7.8143,6.8734,6.5359,6.1435,6.5570,6.5781,6.7215,6.7511,6.3671,6.2447,6.5865
81,6.5105,7.6920,6.1772,6.4177,6.4979,6.6076,6.3840,6.5316,6.2278,6.7173,6.6203,6.4093
82,7.5907,8.5612,8.0253,7.2236,7.4304,7.1857,7.6456,7.7975,7.3333,7.1308,6.9030,7.3713
83,6.4515,7.6034,6.4515,7.0717,6.4388,6.5823,6.2405,6.4093,5.8945,6.5401,6.6751,6.2025
84,6.2532,7.7511,6.6118,6.2321,6.4937,5.9620,6.3924,6.6751,6.6962,6.4684,7.0675,6.6582
85,6.4304,8.1603,7.3249,6.6118,6.2110,7.0506,6.6034,6.7932,6.4388,6.4810,7.0633,6.8017
86,6.3165,7.4177,6.6793,6.4304,6.2700,6.2405,5.9156,6.5865,6.1435,6.6371,6.2785,6.5359
87,6.7173,8.2363,7.0211,7.0211,6.6245,5.8776,6.5696,6.6414,6.9958,6.8819,6.7257,6.8017
88,6.3882,7.5527,7.1181,6.6709,6.4515,6.2194,6.2658,6.5232,6.6034,6.8143,6.5907,6.6835
89,6.8439,7.4895,7.0802,6.2827,7.1266,7.1350,6.7089,6.9198,7.0169,6.6414,6.6751,6.8608
90,6.7890,8.0169,7.1857,6.6835,6.6456,6.7848,6.1983,6.7131,6.5949,6.2658,5.9958,7.2236
91,6.3038,7.6245,6.8819,6.3460,6.7046,6.8186,6.6076,7.0802,6.5527,6.0464,6.4768,6.6160
92,6.5696,7.1181,6.9198,6.1772,6.4135,6.5823,6.5738,6.7848,6.4051,7.0717,6.5274,6.6962
93,6.8987,7.9114,6.5485,6.4473,6.7342,6.7215,6.7722,6.3165,6.1519,6.0084,6.4346,6.6414
94,6.9409,8.1181,6.8523,6.8903,7.0675,6.9030,6.7173,6.0422,6.8903,6.1688,6.4219,6.8987
95,6.2616,7.9831,6.3797,6.9072,6.7004,6.7722,6.3924,6.4768,6.8565,6.3080,7.0717,6.2954
96,6.5865,8.1435,7.1561,6.3333,6.6582,6.8734,6.6709,6.6371,6.2785,6.0169,6.7975,7.2954
97,6.3629,8.4093,6.9662,6.6414,6.6582,6.4937,6.5063,6.9367,6.7173,6.4810,6.8987,6.7257
98,7.1392,7.9325,6.9451,6.8228,7.0844,6.6540,7.0380,6.5063,6.6624,6.0042,6.7679,6.5570
99,6.9578,7.8861,7.0127,6.5148,6.9916,7.0549,6.4473,6.5148,6.3038,6.7215,6.7890,6.4979
100,6.7637,8.0464,6.7426,6.2827,6.5443,6.7342,6.5021,6.5992,6.8143,5.9789,6.7468,6.7806
101,6.4895,8.6034,7.4008,6.6371,7.0295,7.0549,6.5823,6.7595,6.5359,6.1097,6.7384,7.0675
102,6.5232,7.9451,6.4093,6.8397,6.1688,6.7511,6.7173,6.3966,6.7975,6.0886,6.7848,6.7722
103,7.2911,7.9283,7.2489,7.1519,6.3586,6.7257,6.6034,6.4093,6.4895,6.5527,6.4852,6.6709
104,6.5865,7.5865,6.7004,7.1519,6.7890,6.7553,7.1392,6.8523,6.6624,6.4641,6.7848,6.4473
105,7.4979,7.9072,7.6245,6.5949,6.4051,6.5907,7.1013,6.8397,6.5612,6.4937,7.0422,6.5738
106,6.7426,7.7722,7.2954,6.9325,7.0127,7.4473,6.6709,6.8481,6.3966,7.0717,6.6498,6.5781
107,6.8101,7.6624,7.1350,6.7637,6.4641,7.0338,6.6245,6.4219,6.8059,7.2321,5.9662,7.0000
108,6.6329,8.0970,7.4937,6.6118,6.6709,6.7384,6.2954,6.4937,6.7215,6.1350,6.6034,6.5865
109,6.6414,7.9747,7.3544,7.0422,6.7975,6.6709,6.7215,7.2616,6.6835,6.2236,6.7089,6.7384
110,6.5907,7.9620,6.8819,6.9198,7.0084,6.1181,7.0464,7.3080,6.4388,6.4008,6.8481,6.1013
111,6.6624,8.3755,7.5654,6.7553,6.8945,6.5696,6.9958,7.0338,6.6962,6.5696,7.0338,6.4262
112,7.1350,8.2785,6.7384,6.8270,6.5823,6.9367,7.0380,6.6371,6.7511,6.5485,6.7004,6.4895
113,6.2996,8.1983,7.1139,7.1814,6.8017,6.3207,6.7764,6.9283,6.9198,5.9451,6.5654,7.1224
114,6.9536,7.9747,6.6076,6.8819,6.9873,6.6878,6.8101,7.0253,6.7764,7.3333,6.1899,6.8608
115,6.3629,8.1941,6.8397,7.3755,6.7890,6.6835,6.6287,6.8692,6.5401,6.5570,6.4473,6.8228
116,6.7553,8.0759,6.7764,6.8987,6.5612,6.9409,6.3924,6.4346,7.4641,6.7131,6.4726,6.3249
117,6.9241,8.5485,8.1139,7.2532,7.0802,6.7131,7.0253,6.8945,6.8439,7.2363,7.0169,6.9662
118,6.8692,8.5612,7.1224,7.0717,6.9367,7.5063,6.7300,6.9367,6.3460,6.8819,6.2447,6.5232
119,7.2194,8.7932,6.7300,6.2025,6.8692,6.7384,6.0464,7.2954,7.0295,6.8354,6.9241,6.7046
120,6.4304,7.7848,7.5570,7.0717,6.6582,6.1857,7.2236,7.0633,6.7722,6.2025,7.1139,6.9789
121,7.0338,7.6498,7.1266,6.9916,7.3376,7.1857,7.3586,7.0928,6.7764,6.8903,6.5612,7.5907
122,7.1688,8.1013,7.1983,7.3882,6.7426,6.8987,6.4726,6.5316,6.4641,6.8734,7.2152,6.7426
123,6.7722,7.4093,7.0549,6.8017,6.9789,6.9662,6.9241,6.9283,6.6962,6.5992,7.1772,6.9367
124,6.6878,8.6582,7.5612,7.2321,6.9747,6.8650,6.9494,6.5907,7.0675,6.2236,6.6709,6.5949
125,7.0717,8.2110,7.1561,6.9831,6.7004,6.9916,6.7131,6.7722,7.3797,6.6709,6.8270,7.1688
126,7.5781,8.3755,8.0844,6.6751,6.6498,6.8650,7.0084,6.8059,6.5401,6.7426,7.0169,7.6835
127,7.0633,8.3671,6.8101,6.5612,6.9494,6.6287,6.7806,7.1097,7.0295,6.4093,6.7932,6.9916
128,7.0211,8.7848,7.0338,7.2532,7.2110,6.7131,6.9578,6.8650,7.2743,7.2996,7.0802,6.9198
129,6.9958,8.5823,7.4937,6.9367,6.8481,6.7890,6.6920,6.9325,6.4684,6.5992,6.4515,6.2700
130,7.1772,7.7975,6.7342,6.7257,6.7890,7.2658,6.9114,7.2700,6.4979,7.1730,6.5612,6.9536
131,6.5316,8.7722,7.3629,7.0970,5.8734,7.0759,6.5359,6.7932,6.4979,6.5781,7.1139,7.2574
132,7.3755,8.5823,7.3038,7.1772,7.0970,7.0802,6.7426,7.0464,6.8439,7.0042,6.9578,6.6835
133,7.4895,8.5696,7.0759,7.3755,7.1350,6.6751,7.0127,6.9662,6.9705,6.6329,6.1603,7.0042
134,6.4008,8.4810,6.9789,7.3249,6.2363,7.6245,6.5654,6.4304,7.5527,6.7679,6.5949,7.1603
135,6.9831,7.9156,7.0422,7.7089,7.2405,6.9451,7.2152,7.3080,7.5232,6.6245,7.1435,6.7004
136,7.0127,8.9578,6.9451,7.0928,6.6160,6.6456,6.3376,7.0169,6.7806,6.8397,7.2278,7.0422
137,7.0549,8.4304,7.7089,6.5696,7.1772,7.0970,6.8861,7.1519,7.1013,6.4515,7.0422,7.1814
138,6.6456,8.8439,7.1308,6.9916,6.9620,7.2996,7.0717,7.0591,6.6962,6.9283,6.4684,6.8228
139,7.1941,8.3755,7.0127,6.9831,6.7384,6.8059,7.0042,7.1603,7.3122,7.2278,7.1266,6.9409
140,6.6582,8.6118,7.5316,7.4937,6.5781,6.7342,6.1181,7.3038,6.6793,7.4135,6.7553,7.1224
141,7.0464,7.9747,7.3122,7.4008,7.7553,6.4641,6.7595,7.5992,6.7089,6.6498,6.6498,7.2785
142,6.8228,8.3080,7.7215,7.1603,7.1350,6.7806,6.7722,7.2194,7.5949,6.9451,6.8354,7.0928
143,7.1392,8.6034,7.5443,7.0928,7.2068,6.9198,7.1899,7.3038,6.7342,6.3671,7.1941,6.7046
144,7.0549,8.1688,7.1435,7.3038,7.0295,7.2236,6.5485,7.2321,6.2152,6.8186,6.6245,6.6962
145,7.3249,8.5865,7.3418,7.1688,6.9578,6.7131,6.6962,7.4304,6.7131,7.3376,6.1772,7.3080
146,6.6582,8.6540,7.1561,7.6624,6.9409,7.0591,7.0675,6.6751,6.7131,7.0042,7.2574,7.2278
147,7.3249,8.7300,7.0970,7.2110,6.4599,6.7384,7.2068,6.7511,7.1688,6.9578,6.7764,7.3291
148,7.3797,8.7468,6.6582,6.6920,7.2574,6.5823,7.0042,7.0506,6.3797,6.7384,7.3671,6.9030
149,7.1181,9.4473,7.5823,7.3122,6.9325,7.6414,7.7215,6.5063,6.4852,6.5443,6.4262,6.7257
150,7.1519,9.3165,7.8608,7.2321,7.0084,7.2447,6.9409,7.4304,6.9325,7.1941,7.6245,7.2616
151,6.7764,8.7848,7.1646,7.1730,6.6962,6.8101,6.7300,7.1224,7.0802,6.6920,6.2152,7.0970
152,6.6920,8.2068,7.3207,6.8776,6.7004,7.2574,6.6118,6.9451,7.2068,6.7426,6.6709,7.3249
153,7.3840,8.7722,7.3165,7.3629,6.7511,6.6203,6.6793,6.6835,6.9494,6.8397,6.9873,7.5359
154,7.6878,8.5907,7.5485,7.1603,6.7426,7.4219,7.5485,7.2532,6.3671,6.6878,7.4641,7.1814
155,6.9030,8.4388,7.1308,7.2405,6.8312,7.3249,6.6371,7.5021,6.7384,6.8734,7.0844,7.1899
156,7.2954,8.5865,7.4641,7.2194,6.8565,7.0127,6.6076,6.9030,7.1688,6.8354,7.0000,6.9831
157,6.8228,8.2447,7.4979,7.3544,6.8987,6.9030,6.8734,6.9536,6.9030,6.9367,6.7848,7.5527
158,7.3544,8.9325,7.5738,6.8903,7.1055,7.4093,7.0169,6.9325,7.1941,7.1013,6.5949,7.5696
159,7.0211,8.5949,7.2447,7.3418,7.5738,6.6582,6.5865,6.8945,7.3924,7.5612,6.8565,6.8650
160,7.3797,8.7637,7.8945,7.3080,6.5865,7.2321,6.9494,6.7468,7.0591,7.0295,6.9873,7.2194
161,7.6076,8.7848,7.9789,7.1308,6.8101,7.0084,6.8101,6.9873,6.8059,7.0000,7.3291,6.9789
162,7.0759,8.3544,7.7764,7.2532,6.6456,7.6287,6.8312,7.4810,6.7173,7.1181,6.4430,6.8228
163,6.5148,8.6540,7.0084,7.1224,6.8734,6.9958,6.6371,7.0127,7.0295,6.9831,6.9916,6.7384
164,7.0506,8.5738,6.8017,7.1646,6.7932,7.0717,7.2532,7.2911,7.2869,6.9958,6.6878,6.8228
165,7.0127,8.7089,7.5823,7.0042,7.3797,6.8312,7.3165,7.6540,6.8861,7.2363,7.0802,6.8017
166,7.3038,8.9283,7.3122,7.0759,7.1181,7.3207,7.5105,7.2363,7.1350,7.0253,7.3544,7.0380
167,7.0253,9.1603,8.0042,7.3418,7.3713,6.8397,7.3671,7.2489,6.8650,7.0422,7.2574,7.1688
168,7.6624,8.4726,7.6160,7.5949,7.3544,7.0844,6.4051,7.2068,6.8312,6.8354,7.1899,7.4346
169,7.3333,7.9114,7.3249,7.1561,7.1941,7.4599,7.0675,6.9409,6.5570,7.0886,7.4346,6.9620
170,7.3840,8.5485,7.6371,6.7553,6.8987,7.0127,6.6878,7.3502,6.7722,6.6793,6.8186,6.9831
171,7.2489,8.6835,7.5443,7.5907,6.6414,7.0802,7.6709,6.8143,6.8059,6.5190,6.8650,7.2785
172,7.4262,8.9620,7.6203,7.1266,7.2025,6.6203,7.0802,7.0338,7.1814,6.8354,7.6414,6.6245
173,7.5527,9.0717,7.8059,7.3165,7.8143,7.9241,6.7004,7.1983,7.4262,7.4051,6.9241,7.6582
174,7.4008,9.1013,8.2278,7.0591,7.8270,7.0253,7.5274,7.0759,6.7553,7.1899,7.0000,7.0464
175,7.6245,8.2278,7.7595,7.3165,7.2278,7.8987,7.0000,6.9789,7.2616,7.5654,7.3207,7.0549
176,7.5148,9.0970,7.9747,7.5105,7.5949,6.8523,7.3165,7.4641,7.0253,7.5401,6.1772,7.4008
177,7.1519,8.9325,7.7722,7.2025,7.3924,7.1941,7.1646,7.1857,6.8945,6.4388,7.3755,7.2236
178,6.7637,8.8397,7.4219,7.4177,8.0633,7.1224,7.7468,6.8565,6.9662,6.4219,6.7426,7.1857
179,7.4599,9.1139,7.3629,6.8861,7.6624,7.0675,6.8861,6.8270,6.6287,6.9409,7.2700,7.2447
180,7.3376,8.5401,7.4895,7.7046,7.0928,7.2236,7.2405,7.2658,7.2785,6.9198,6.7173,7.2363
181,7.8523,9.3924,7.9072,8.3122,7.6709,7.4430,7.1603,7.3291,7.2236,6.9367,7.5485,7.1688
182,7.6118,8.9662,7.7722,7.2658,7.0633,7.5021,6.8734,7.6034,6.8776,7.3038,6.9662,6.8565
183,6.9451,8.7131,7.5781,7.6245,6.8903,7.0591,7.1181,7.3755,7.4346,6.7173,6.9283,7.0633
184,7.3249,8.4473,7.6962,7.2236,7.4599,7.2785,7.0380,7.1181,6.9536,7.1730,7.1603,7.2363
185,7.4515,9.2700,7.5063,7.3291,7.1941,7.8017,7.0084,7.5316,7.5907,7.0464,7.1224,7.5781
186,7.3038,8.7046,7.1772,7.8439,7.0338,7.3502,7.2616,7.2447,7.3418,6.9747,7.0675,7.3080
187,8.0042,9.2025,7.4430,7.4473,6.9367,7.3038,7.2532,7.6245,7.5865,7.1139,7.0675,7.1477
188,7.4346,8.6667,8.3460,7.6878,7.5907,7.5232,7.2785,7.3122,6.9114,7.2911,7.1139,7.2574
189,7.5443,9.8439,7.6414,7.6203,7.1097,6.9283,7.3586,7.6245,7.8059,7.4346,7.4768,7.9662
190,7.8650,8.8354,7.7975,7.5992,7.6920,7.4979,7.0253,7.0802,7.3502,7.3376,7.2869,7.4726
191,6.9283,9.2785,7.5781,7.2068,7.1561,7.9916,7.1688,7.1266,7.3038,6.5738,7.6287,7.7046
192,7.8987,9.2532,7.7300,7.8734,6.9409,7.4008,7.3207,7.3544,8.0422,6.9578,7.1181,7.5612
193,7.1899,9.7511,7.2489,7.6329,7.0928,7.2954,7.3966,6.6667,6.8228,7.2489,7.6034,7.8017
194,7.4135,9.1477,7.8565,7.5654,7.3544,7.4895,7.3333,7.3418,7.6878,7.7257,7.2954,7.0506
195,7.4008,9.4051,7.7764,7.3038,7.5021,7.6160,7.5570,6.8776,7.4768,7.0549,7.4135,7.2700
196,7.5527,9.2869,7.7342,7.4599,7.1730,6.8101,7.1266,6.8186,7.3544,6.8481,7.2068,7.0675
197,7.7046,9.5105,7.8565,7.8143,7.4473,7.3165,7.9620,7.0549,7.0084,6.8354,7.6835,7.4135
198,7.9325,9.9156,7.3291,7.6245,7.7932,7.5612,7.8987,7.2363,7.4599,7.2911,7.3502,7.5949
199,7.5696,9.2869,8.2743,7.1350,7.6160,6.8692,7.2405,7.3038,7.2996,7.2236,7.5359,7.3544
200,7.1772,9.2996,7.8143,7.4599,7.5992,7.6034,7.6878,7.1139,7.4430,6.9451,7.1435,7.9072
201,7.6624,9.3840,8.3966,7.9578,7.5949,7.6245,7.7764,7.5316,7.2278,7.3333,7.0549,8.0422
202,7.3038,9.4051,8.2363,7.3460,7.0127,7.7975,7.5570,7.3882,7.3207,7.0717,7.7975,7.5274
203,6.9367,9.3544,7.4599,7.2110,7.5021,7.7468,7.6709,7.7173,8.1814,6.9662,7.3502,7.5527
204,7.6498,9.1983,7.2532,7.4093,7.7511,7.4810,7.1013,7.4346,7.3966,7.5485,8.1603,7.5527
205,7.5738,9.5907,7.5823,7.7300,7.8439,7.3671,7.3080,7.2869,7.3165,6.6076,7.1181,7.1266
206,7.1899,9.4388,7.7806,7.6203,7.9072,7.2996,6.7131,6.9241,7.5359,7.5190,7.5527,7.5654
207,7.4008,9.6920,7.8101,7.1646,7.1519,7.7215,7.4430,7.2954,7.0549,7.7089,7.2574,7.6582
208,7.3502,8.8903,7.6034,7.4726,7.6414,7.4262,7.5949,7.3207,7.4684,6.9831,7.3924,6.9030
209,7.8312,8.7257,7.4304,7.5823,7.6414,8.0042,7.3291,7.6624,7.1603,7.5781,7.4557,7.4304
210,7.7342,9.1350,7.3291,7.8228,7.1139,7.6371,6.9873,7.4219,7.2025,7.0380,7.4979,7.1266
211,7.9198,9.3207,7.7764,7.6751,7.2574,7.0675,7.4093,7.6456,6.8565,7.1519,6.9198,7.2363
212,7.9241,9.3249,7.3755,7.5696,7.0127,8.0000,6.8945,7.2110,7.6076,7.2489,7.7806,7.4008
213,7.8565,9.6540,8.4515,7.7848,7.6203,7.5232,7.2194,8.0380,6.9831,7.5401,8.4177,7.5105
214,7.5781,9.6793,7.7004,7.5992,6.9494,7.3544,7.6667,7.7679,7.0253,7.4684,7.3080,7.5781
215,7.1983,8.8312,8.0042,7.4641,7.3755,7.8608,7.0338,7.7342,6.7215,7.4937,7.5274,7.8861
216,7.7131,9.8481,7.5612,7.4726,7.6962,7.0928,7.4810,7.2447,7.2236,6.7890,7.0295,7.2869
217,7.9367,9.5359,8.4895,7.8186,7.1519,7.4768,7.5105,7.3671,7.8101,6.9367,7.9072,7.4979
218,7.4810,9.0717,7.3544,7.9451,7.5148,7.4684,7.4768,7.3333,7.4515,7.5781,7.0042,7.2869
219,7.6498,10.3207,7.8692,7.2363,6.8861,8.0844,7.2785,7.5738,7.2785,7.2911,7.3502,7.5443
220,7.6076,9.1477,8.3333,7.6076,7.4219,7.2658,7.1477,7.7089,7.8608,7.6498,7.5781,7.5654
221,8.3038,9.7046,8.2827,8.0084,7.6835,6.9156,7.6371,7.6414,7.5823,6.9494,7.0549,7.6414
222,7.8734,9.2954,7.6160,7.7257,7.3502,6.8861,7.5907,7.5781,7.7932,7.2363,7.5021,8.1266
223,8.0464,9.3629,8.4262,7.6076,8.0253,7.7848,7.9030,7.6582,7.8186,7.2236,7.4937,7.9030
